x	y	z
-1.6411	0.0194306	-2.06586
-1.6411	0.0194306	-2.06586
-1.6411	0.0194306	-2.06586
-1.6411	0.0194306	-2.06586
-1.6411	0.0194306	-2.06586
-1.6411	0.0194306	-2.06586
-1.6411	0.0194306	-2.06586
-1.6411	0.0194306	-2.06586
-1.6411	0.0194306	-2.06586
-0.601634	-1.1664	-4.54194
-2.59142	-0.719621	-3.25881
-2.59142	-0.719621	-3.25881
-2.59142	-0.719621	-3.25881
-3.29647	0.375595	-2.20934
-3.29647	0.375595	-2.20934
-5.15224	-1.19978	-3.13524
-4.06389	-2.70187	-2.26528
-3.13517	-2.98882	-4.12329
-3.13517	-2.98882	-4.12329
-3.13517	-2.98882	-4.12329
-2.62725	-1.94552	-3.83693
-3.15448	0.318875	-4.44161
-3.7559	1.59789	-4.21291
-1.39191	1.48021	-2.7473
-1.39191	1.48021	-2.7473
-1.39191	1.48021	-2.7473
1.32522	0.364866	-1.95891
1.32522	0.364866	-1.95891
1.32522	0.364866	-1.95891
1.32522	0.364866	-1.95891
1.32522	0.364866	-1.95891
1.32522	0.364866	-1.95891
1.32522	0.364866	-1.95891
1.32522	0.364866	-1.95891
0.485837	0.108543	-2.04519
-0.674502	3.21851	-3.85167
-0.674502	3.21851	-3.85167
0.423267	2.61631	-3.068
0.423267	2.61631	-3.068
0.771997	1.01531	-1.79478
0.771997	1.01531	-1.79478
0.771997	1.01531	-1.79478
0.771997	1.01531	-1.79478
-0.93241	1.91474	-5.35584
-1.61498	3.31303	-5.2114
-0.0814729	4.17967	-4.97422
-0.213322	3.30046	-6.80277
-0.213322	3.30046	-6.80277
-0.213322	3.30046	-6.80277
0.854887	1.84514	-5.3506
0.776425	1.82129	-3.57944
0.776425	1.82129	-3.57944
0.776425	1.82129	-3.57944
0.776425	1.82129	-3.57944
0.776425	1.82129	-3.57944
0.776425	1.82129	-3.57944
4.30973	2.28801	-4.22782
1.52809	-0.515673	-3.4576
1.52809	-0.515673	-3.4576
0.368755	0.636719	-3.23565
-0.901361	0.402239	-1.56347
-0.408394	-1.39927	-1.96931
-0.408394	-1.39927	-1.96931
-0.57031	0.973701	-1.31886
